constraint_id,constraint_type,activated_datetime,deactivated_datetime,reason,rhs_value,region_affected,interconnector
V^HYTS_MLTS_N,stability,2025-01-12 10:03:40,2025-01-12 16:13:12,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1287.5,QLD1,False
V^MLTS1-HYTS_E,voltage,2025-03-29 15:58:25,2025-03-29 18:40:54,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1607.0,VIC1,False
NSW_VIC_LOCAT_1,thermal,2025-07-27 02:30:05,2025-07-27 04:04:04,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,939.9,SA1,False
NSW_VIC_LOCAT_1,stability,2025-04-23 23:25:23,2025-04-24 03:53:49,Overload protection — Moorabool substation transformer loading above summer rating.,1185.8,SA1,False
Q_PQ_NIL_RADL_1,thermal,2025-07-11 17:06:23,2025-07-12 03:24:24,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,541.5,SA1,False
NSW_VIC_LOCAT_1,thermal,2025-07-21 23:08:15,2025-07-21 23:52:36,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1728.3,SA1,True
N^^Q_NIL_1,voltage,2025-09-05 21:59:48,2025-09-05 23:45:44,Frequency control constraint — insufficient inertia from synchronous generation online.,1607.3,TAS1,False
V_XEMPT_MAIN+ML,thermal,2025-10-17 05:13:47,2025-10-17 08:08:31,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,548.2,QLD1,False
N_X_HYTS_GUN_1,stability,2025-06-26 06:32:52,2025-06-26 10:43:48,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1195.1,VIC1,False
Q_PQ_NIL_RADL_1,thermal,2025-03-28 19:13:31,2025-03-28 20:50:34,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1165.8,VIC1,False
Q_PQ_NIL_RADL_1,voltage,2025-07-22 18:54:38,2025-07-23 05:11:43,Basslink thermal constraint — sustained high power flow activating wet-end protection.,108.7,QLD1,False
S^NIL_PEAK_1530_3,voltage,2025-07-25 21:38:03,2025-07-26 00:40:40,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1743.6,QLD1,False
V_XEMPT_MAIN+ML,voltage,2025-06-18 08:40:45,2025-06-18 14:31:07,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,380.2,TAS1,False
S^NIL_PEAK_1530_3,stability,2025-11-07 00:58:15,2025-11-08 03:34:39,Overload protection — Moorabool substation transformer loading above summer rating.,1487.1,QLD1,False
F_MAIN+ML_MR_0600,thermal,2024-12-24 16:04:01,2024-12-24 17:47:59,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1083.1,NSW1,True
Q_PQ_NIL_RADL_1,thermal,2025-01-14 18:24:46,2025-01-15 04:03:14,Frequency control constraint — insufficient inertia from synchronous generation online.,105.0,NSW1,True
Q^^Q_NIL_PEAK_1530,stability,2024-12-12 17:30:47,2024-12-12 23:16:37,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1165.2,SA1,False
V_XEMPT_MAIN+ML,stability,2024-12-28 17:05:30,2024-12-29 08:36:06,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,420.6,NSW1,False
F_MAIN+ML_MR_0600,stability,2025-07-26 06:57:34,2025-07-26 09:07:14,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1192.3,QLD1,False
N_X_HYTS_GUN_1,stability,2025-07-04 08:18:48,2025-07-04 21:32:48,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,944.7,TAS1,False
V^GUNNQ_MUGG_E,stability,2025-04-08 13:53:05,2025-04-09 05:25:28,Basslink thermal constraint — sustained high power flow activating wet-end protection.,405.9,NSW1,False
F_I+LREG+ML_RREG_0600,thermal,2025-08-11 09:05:42,2025-08-11 23:26:17,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1472.3,QLD1,True
F_MAIN+ML_MR_0600,stability,2025-02-27 21:45:58,2025-02-28 03:41:20,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1140.6,VIC1,False
N_X_HYTS_GUN_1,stability,2025-11-21 10:19:25,2025-11-21 16:14:15,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,487.1,TAS1,False
V^HYTS_MLTS_N,voltage,2024-12-26 21:26:21,2024-12-26 23:54:56,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1138.5,VIC1,False
F_MAIN+ML_MR_0600,voltage,2025-01-24 19:02:51,2025-01-24 21:24:29,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1477.4,TAS1,False
V^HYTS_MLTS_N,stability,2025-10-09 15:28:15,2025-10-09 19:10:26,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,739.6,NSW1,False
V^GUNNQ_MUGG_E,voltage,2024-11-23 05:09:13,2024-11-23 10:04:26,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1245.1,SA1,False
V^HYTS_MLTS_N,voltage,2025-01-28 00:50:45,2025-01-29 07:45:53,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,50.1,NSW1,False
S^NIL_PEAK_1530_3,voltage,2025-09-08 02:05:31,2025-09-08 03:11:55,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,195.6,VIC1,False
V^HYTS_MLTS_N,voltage,2025-09-29 22:18:04,2025-09-30 05:49:46,Overload protection — Moorabool substation transformer loading above summer rating.,1748.3,SA1,False
S_RADIAL_SA_1,thermal,2025-09-07 05:18:18,2025-09-07 08:35:38,Basslink thermal constraint — sustained high power flow activating wet-end protection.,717.8,TAS1,True
V^MLTS1-HYTS_E,stability,2025-10-29 17:01:53,2025-10-29 20:52:28,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1382.0,SA1,False
N_X_HYTS_GUN_1,thermal,2025-05-05 17:00:23,2025-05-05 23:06:25,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,162.3,TAS1,False
NSW_VIC_LOCAT_1,stability,2025-11-09 06:53:28,2025-11-10 06:18:43,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1456.1,SA1,False
F_MAIN+ML_MR_0600,stability,2025-03-26 04:53:00,2025-03-26 20:12:58,Overload protection — Moorabool substation transformer loading above summer rating.,1038.6,SA1,False
V^HYTS_MLTS_N,thermal,2025-08-23 03:22:58,2025-08-23 08:25:28,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,838.9,TAS1,True
V^HYTS_MLTS_N,voltage,2025-07-10 21:35:20,2025-07-10 22:54:19,Frequency control constraint — insufficient inertia from synchronous generation online.,891.1,VIC1,False
Q^^Q_NIL_PEAK_1530,stability,2025-06-21 00:08:07,2025-06-21 14:54:44,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1608.9,TAS1,False
S_RADIAL_SA_1,stability,2025-06-09 15:49:55,2025-06-10 00:11:52,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,73.6,NSW1,False
Q^^Q_NIL_PEAK_1530,stability,2025-07-20 00:29:27,2025-07-20 02:26:40,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,688.4,TAS1,False
N_X_HYTS_GUN_1,stability,2025-11-11 13:40:50,2025-11-12 05:23:23,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1705.9,VIC1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-08-16 21:52:05,2025-08-19 13:40:47,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1573.8,QLD1,True
Q_PQ_NIL_RADL_1,voltage,2024-12-12 05:15:23,2024-12-13 20:51:50,Overload protection — Moorabool substation transformer loading above summer rating.,1681.2,SA1,False
NSW_VIC_LOCAT_1,stability,2025-05-27 18:37:43,2025-05-28 02:00:49,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,847.1,QLD1,False
F_MAIN+ML_MR_0600,thermal,2025-04-02 17:52:40,2025-04-02 18:53:56,Radial supply security constraint — South Australia import capacity limit reached.,1068.7,NSW1,False
F_I+LREG+ML_RREG_0600,voltage,2025-09-02 01:24:31,2025-09-02 04:26:40,Basslink thermal constraint — sustained high power flow activating wet-end protection.,679.4,TAS1,False
V_XEMPT_MAIN+ML,stability,2025-11-17 00:42:13,2025-11-17 08:02:32,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,244.3,QLD1,False
V^GUNNQ_MUGG_E,voltage,2025-04-23 05:03:21,2025-04-23 08:08:00,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1205.7,VIC1,False
N_X_HYTS_GUN_1,voltage,2024-12-22 09:01:32,2024-12-22 20:29:25,Overload protection — Moorabool substation transformer loading above summer rating.,736.2,TAS1,False
N^^Q_NIL_1,thermal,2025-04-07 21:47:19,2025-04-08 03:52:48,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1051.5,QLD1,True
F_I+LREG+ML_RREG_0600,stability,2025-07-25 18:23:14,2025-07-25 19:42:11,Frequency control constraint — insufficient inertia from synchronous generation online.,902.9,VIC1,False
Q_PQ_NIL_RADL_1,stability,2025-01-11 02:01:23,2025-01-11 20:15:36,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,795.6,TAS1,False
V_XEMPT_MAIN+ML,voltage,2025-02-14 03:00:25,2025-02-14 07:24:34,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,537.5,VIC1,False
V^HYTS_MLTS_N,stability,2025-09-23 05:45:16,2025-09-23 17:50:43,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,756.9,NSW1,False
N_X_HYTS_GUN_1,thermal,2025-01-22 02:31:20,2025-01-22 05:48:02,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1494.7,QLD1,True
Q_PQ_NIL_RADL_1,stability,2025-03-16 18:53:30,2025-03-16 19:17:36,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1772.1,QLD1,False
V^HYTS_MLTS_N,voltage,2025-03-29 15:04:20,2025-03-30 08:55:50,Basslink thermal constraint — sustained high power flow activating wet-end protection.,423.8,SA1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-10-03 05:34:45,2025-10-03 08:43:31,Basslink thermal constraint — sustained high power flow activating wet-end protection.,836.0,VIC1,False
N_X_HYTS_GUN_1,stability,2025-02-21 00:48:39,2025-02-21 03:18:25,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,330.8,VIC1,False
Q^^Q_NIL_PEAK_1530,stability,2025-07-14 07:00:03,2025-07-14 12:27:58,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1794.1,TAS1,False
S^NIL_PEAK_1530_3,thermal,2025-07-24 18:45:29,2025-07-25 16:29:35,Radial supply security constraint — South Australia import capacity limit reached.,308.9,TAS1,False
V^HYTS_MLTS_N,stability,2025-04-23 22:51:03,2025-04-26 01:17:39,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1078.5,SA1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-02-05 19:36:39,2025-02-05 19:48:44,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,415.8,SA1,False
V^GUNNQ_MUGG_E,voltage,2025-01-22 22:38:11,2025-01-22 23:26:21,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,143.6,TAS1,False
V^MLTS1-HYTS_E,stability,2025-09-13 08:12:04,2025-09-13 09:18:29,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1696.3,QLD1,False
V_XEMPT_MAIN+ML,stability,2025-03-24 17:31:36,2025-03-24 22:30:08,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,208.9,QLD1,False
N^^Q_NIL_1,thermal,2024-11-24 08:14:08,2024-11-25 10:14:09,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1214.6,VIC1,True
Q_PQ_NIL_RADL_1,stability,2025-02-21 07:50:55,2025-02-21 09:49:23,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1002.4,NSW1,False
F_MAIN+ML_MR_0600,thermal,2025-04-16 01:16:59,2025-04-17 00:34:19,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1390.6,NSW1,False
F_MAIN+ML_MR_0600,voltage,2025-01-03 01:29:26,2025-01-03 04:05:40,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,871.3,VIC1,False
N^^Q_NIL_1,stability,2024-12-11 03:55:54,2024-12-11 12:38:03,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,370.1,QLD1,False
V^GUNNQ_MUGG_E,thermal,2025-06-06 19:53:42,2025-06-07 02:30:03,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1678.8,NSW1,False
N^^Q_NIL_1,voltage,2025-09-26 23:49:38,2025-09-27 03:56:08,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1749.3,QLD1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-02-24 06:57:12,2025-02-26 00:15:24,Radial supply security constraint — South Australia import capacity limit reached.,1722.7,SA1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-11-18 08:08:37,2025-11-18 08:55:15,Radial supply security constraint — South Australia import capacity limit reached.,899.5,VIC1,False
N^^Q_NIL_1,stability,2025-01-10 02:28:28,2025-01-10 02:46:06,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1113.8,VIC1,False
F_MAIN+ML_MR_0600,thermal,2025-02-17 04:53:19,2025-02-17 06:59:04,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1661.8,SA1,True
NSW_VIC_LOCAT_1,stability,2025-05-05 09:33:50,2025-05-05 12:31:30,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,568.5,NSW1,False
V_XEMPT_MAIN+ML,voltage,2025-07-22 06:50:57,2025-07-22 07:13:09,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1110.4,SA1,False
V^MLTS1-HYTS_E,thermal,2024-12-04 18:51:52,2024-12-05 00:59:02,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,793.8,TAS1,True
F_I+LREG+ML_RREG_0600,stability,2024-12-16 00:54:41,2024-12-16 02:01:34,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1247.4,NSW1,False
V_XEMPT_MAIN+ML,thermal,2025-02-17 18:49:05,2025-02-17 23:02:36,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,933.1,NSW1,False
F_I+LREG+ML_RREG_0600,voltage,2025-02-20 21:41:16,2025-02-21 11:15:49,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1105.2,SA1,False
S^NIL_PEAK_1530_3,stability,2025-03-16 21:08:12,2025-03-16 23:09:00,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,114.4,TAS1,False
S_RADIAL_SA_1,stability,2025-08-30 15:00:16,2025-08-30 19:16:52,Frequency control constraint — insufficient inertia from synchronous generation online.,240.5,NSW1,False
V_XEMPT_MAIN+ML,voltage,2025-02-03 05:42:16,2025-02-03 20:03:12,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,745.6,NSW1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-02-01 10:42:11,2025-02-01 15:05:51,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1581.1,VIC1,False
V^HYTS_MLTS_N,stability,2025-08-28 21:06:46,2025-08-29 09:55:39,Overload protection — Moorabool substation transformer loading above summer rating.,1238.6,QLD1,False
F_I+LREG+ML_RREG_0600,thermal,2025-10-09 18:34:57,2025-10-09 19:27:12,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,278.1,QLD1,True
V_XEMPT_MAIN+ML,voltage,2025-02-23 16:38:23,2025-02-23 17:33:23,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,581.0,SA1,False
Q^^Q_NIL_PEAK_1530,stability,2025-03-27 18:05:44,2025-03-27 20:35:31,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,93.7,TAS1,False
V_XEMPT_MAIN+ML,voltage,2025-05-14 05:42:08,2025-05-14 06:12:25,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,792.0,TAS1,False
V^GUNNQ_MUGG_E,voltage,2025-03-24 11:05:27,2025-03-24 11:48:23,Frequency control constraint — insufficient inertia from synchronous generation online.,477.6,VIC1,False
