work_order_id,asset_id,work_type,priority,status,created_date,completed_date,technician_id,crew_size,description,findings,materials_used,cost_aud,contractor
WO-A6F5B9A3,1acf0b4b-2945-40f6-bfc3-85b2a52fa674,replacement,P4,completed,2025-04-18,2025-07-31,TECH4768,5,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,All connections within specification. No evidence of partial discharge or tracking on insulators.,No materials consumed — inspection and condition assessment only.,82137.59,False
WO-90A4CC68,6280b8af-ccfa-45af-82a3-6f76b8b0d83a,emergency,P1,completed,2023-02-10,2023-02-12,TECH1803,5,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,Earth rod — copper-bonded 16mm x 1.5m (2 off); compression coupler; driving cap.,64779.7,False
WO-031CF01A,f1a9fdd3-56a0-4cb6-a1bc-0bb45e3f4119,replacement,P3,completed,2025-07-13,2025-07-18,TECH6262,6,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",131419.82,True
WO-C5E8FCCA,f18e4612-4e72-4956-8679-9a9ada900fe2,inspection,P4,completed,2025-06-09,2025-09-01,TECH5500,2,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,No materials consumed — inspection and condition assessment only.,1170.93,False
WO-8A5BF0EE,0088af3a-0d5b-45fd-b90a-81203200dc35,inspection,P3,completed,2025-10-28,2025-12-04,TECH3010,1,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,473.84,True
WO-578C9415,e66f7be1-82ae-45c1-a4bd-b29d579b0592,repair,P3,in_progress,2023-07-02,,TECH8416,4,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",23341.68,False
WO-B2BC39CB,b556fc34-48d5-4bbb-adfc-b5e0ce3244b6,repair,P4,completed,2025-01-22,2025-02-04,TECH3821,4,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",15159.2,False
WO-B1D8598E,511ba36d-1614-403d-a547-92af47a621e5,inspection,P2,completed,2025-02-26,2025-02-28,TECH7120,1,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,1221.26,False
WO-AB1C3B86,f02e9ffe-49a9-4604-b805-297cbc1e4752,inspection,P2,completed,2023-02-09,2023-02-11,TECH2273,2,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,1922.64,True
WO-5FEB8EE0,062167bd-cdcb-4b0c-b3cf-8cf261ce8485,repair,P3,completed,2022-01-25,2022-02-18,TECH1325,4,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,"Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",16629.71,True
WO-8BE821B1,64172501-82c2-4461-9502-1115435f9471,repair,P3,completed,2022-02-21,2022-04-04,TECH6491,1,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,6981.52,False
WO-E7B8FF74,30191ff5-994d-4cbd-9778-68fe52ca1c20,emergency,P2,completed,2024-08-26,2024-09-02,TECH3446,2,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",59155.58,True
WO-4B987C1A,040ad868-bfde-4168-80a9-b4a972110e8b,repair,P4,completed,2025-06-25,2025-07-18,TECH3521,2,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",8929.26,True
WO-D747A489,106ceb70-8581-4bcb-8e46-2875da4557d3,emergency,P2,completed,2025-10-27,2025-11-06,TECH4048,4,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,122713.91,False
WO-91AC9381,24f835ca-dc96-4b47-bbdc-f63bcd9251ba,inspection,P3,completed,2025-05-28,2025-05-28,TECH1255,1,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,994.57,False
WO-5258AF1B,05707537-a8bf-4b6c-b3cc-054a4508029e,repair,P3,completed,2024-02-17,2024-03-10,TECH2761,3,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",8714.02,True
WO-0B0D58E0,3123dd9e-95b3-4ee2-94f8-5f560383d9f8,inspection,P2,completed,2023-08-03,2023-08-03,TECH8043,4,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,8218.82,False
WO-3AED2BC7,7bdd6563-dce4-47e7-b9ad-5ddc218d531f,inspection,P3,completed,2023-12-26,2024-01-26,TECH6380,2,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.","Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,1643.88,True
WO-405173ED,e6ae811a-ad88-4f87-9b44-c63a623ed1b3,inspection,P3,cancelled,2022-02-06,,TECH6765,5,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",,No materials consumed — inspection and condition assessment only.,4142.72,False
WO-3839637F,b606a110-725e-4d08-af2b-5902b7761e28,inspection,P3,completed,2022-03-20,2022-04-08,TECH4981,2,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,792.28,True
WO-8A5FB697,caeb27dd-01a3-458a-94e2-495d9dc26109,replacement,P3,completed,2023-11-18,2023-12-06,TECH4570,1,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",18949.66,True
WO-86FED7B9,bd9ffbea-e98a-41dd-a74c-b28ca3d97c91,repair,P3,completed,2025-06-10,2025-07-14,TECH9047,3,Annual thermographic inspection of 11kV ring main unit — all connections within acceptable temperature limits.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,14460.4,False
WO-3A5670E1,ab40d22a-a7bd-4d80-b306-111bbb0d4d9b,repair,P3,completed,2025-01-24,2025-02-05,TECH8397,2,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,All connections within specification. No evidence of partial discharge or tracking on insulators.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,5682.0,False
WO-569ABF4B,511ba36d-1614-403d-a547-92af47a621e5,inspection,P1,completed,2023-05-21,2023-05-23,TECH1105,4,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,No materials consumed — inspection and condition assessment only.,2111.35,True
WO-36377212,df68bd9e-3a5b-45ac-ada0-e6786ac48c64,emergency,P1,completed,2023-01-06,2023-01-06,TECH7898,3,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,52340.48,True
WO-1C29A16C,36395e49-33cd-4faf-8f26-fc09810431a8,repair,P1,completed,2024-09-27,2024-09-29,TECH3519,5,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,No materials consumed — inspection and condition assessment only.,19994.9,False
WO-11B3CCD0,ad6ad8b3-7142-4703-9aec-4a71beb92b26,replacement,P3,completed,2022-03-14,2022-05-01,TECH3378,2,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,39206.35,False
WO-E2D8B757,55eb6ae1-9f07-40bf-a6be-8c54e1977189,inspection,P4,completed,2024-09-01,2024-11-06,TECH8990,3,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,2195.21,True
WO-C8400916,8a07017d-a6d2-4818-8fe0-0c8641cf775c,repair,P2,completed,2025-09-21,2025-09-24,TECH6559,5,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,Earth rod — copper-bonded 16mm x 1.5m (2 off); compression coupler; driving cap.,25396.63,False
WO-3F377CF2,369e4a17-e8f9-40db-a9f5-3d2175999a9f,inspection,P4,completed,2022-11-12,2022-12-27,TECH8477,2,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,2096.17,True
WO-31D19CED,32831489-ad6c-4ec9-99d5-e921a87f5ee8,repair,P3,completed,2023-04-13,2023-05-05,TECH6753,5,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,Earth rod — copper-bonded 16mm x 1.5m (2 off); compression coupler; driving cap.,27957.08,False
WO-7101BE1A,9bfb1ff1-ccb5-4c73-9d7d-2652faa78f18,inspection,P2,completed,2024-12-11,2024-12-13,TECH2198,3,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,No materials consumed — inspection and condition assessment only.,2776.27,False
WO-DC3CD992,fbbba2a1-53b7-453e-afed-9cd8a312c090,replacement,P4,completed,2025-05-06,2025-09-03,TECH3033,1,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",20179.08,False
