report_id,report_type,reporting_period,region,jurisdiction,submission_date,submitted_by,status,report_content,compliance_status
RPT-5A9686D1,AEMO_market,Q2-2023,QLD,AEMO,2025-09-10,R.Krishnamurthy@network.com.au,accepted,"AEMO Market Operations Report — Q2-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 4485.6 GWh. Demand response activations: 0 events, total volume 231.3 MWh. Frequency performance: 99.7% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 8. Causer pays liability for period: $53,763. Market systems availability: 99.38%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-3D869F6E,SAIDI_monthly,2025-02,SA,SA,2025-04-07,F.Nakamura@corp.com.au,accepted,"Monthly SAIDI Performance Report — 2025-02. Total System Average Interruption Duration Index for the reporting period: 76.31 minutes. Target threshold per Distribution Licence Condition 7.3: 139.9 minutes. Performance is within target. Major contributing event categories: equipment failure (34%), weather-related (30%), vegetation (36%). Three significant outage events contributed 46% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-SA and F83-SA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",pending_review
RPT-99930752,AEMO_market,Q4-2023,SA,AEMO,2024-04-12,A.Vasquez@network.com.au,submitted,"AEMO Market Operations Report — Q4-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 4269.1 GWh. Demand response activations: 19 events, total volume 392.1 MWh. Frequency performance: 98.7% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 10. Causer pays liability for period: $156,124. Market systems availability: 99.70%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-FE5D696E,AEMO_market,Q4-2023,WA,AEMO,2024-10-10,L.Anderson@corp.com.au,submitted,"AEMO Market Operations Report — Q4-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 951.6 GWh. Demand response activations: 14 events, total volume 488.1 MWh. Frequency performance: 96.7% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 9. Causer pays liability for period: $158,808. Market systems availability: 99.81%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-020C6B95,SAIDI_monthly,2024-07,SA,SA,2025-07-03,R.Krishnamurthy@network.com.au,accepted,"Monthly SAIDI Performance Report — 2024-07. Total System Average Interruption Duration Index for the reporting period: 101.93 minutes. Target threshold per Distribution Licence Condition 7.3: 101.4 minutes. Performance is exceeding target. Major contributing event categories: equipment failure (41%), weather-related (34%), vegetation (25%). Three significant outage events contributed 37% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-SA and F83-SA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-5545E52A,AEMO_market,Q2-2024,NSW,AEMO,2025-06-18,A.Vasquez@network.com.au,accepted,"AEMO Market Operations Report — Q2-2024. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 550.9 GWh. Demand response activations: 16 events, total volume 448.1 MWh. Frequency performance: 97.3% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 6. Causer pays liability for period: $81,839. Market systems availability: 99.88%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",pending_review
RPT-BEC848D9,SAIFI_annual,FY2526,QLD,QLD,2025-10-13,R.Krishnamurthy@network.com.au,draft,"Annual SAIFI Performance Summary — Financial Year FY2526. System Average Interruption Frequency Index: 1.3566 interruptions per customer. Regulatory target: 112.8000 interruptions per customer. Status: within. Total customer-interruptions recorded: 197,221. Frequency performance improvement of 12.2% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-CA4C96CF,SAIFI_annual,FY2223,NSW,NSW,2023-12-13,C.Williamson@regulation.com.au,rejected,"Annual SAIFI Performance Summary — Financial Year FY2223. System Average Interruption Frequency Index: 0.4947 interruptions per customer. Regulatory target: 129.4000 interruptions per customer. Status: within. Total customer-interruptions recorded: 190,692. Frequency performance improvement of 10.4% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",non_compliant
RPT-A402801F,AEMO_market,Q4-2023,QLD,AEMO,2024-05-25,A.Vasquez@network.com.au,accepted,"AEMO Market Operations Report — Q4-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 1644.4 GWh. Demand response activations: 11 events, total volume 377.9 MWh. Frequency performance: 99.3% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 9. Causer pays liability for period: $73,845. Market systems availability: 99.65%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-6E10374F,AER_performance,FY2526,QLD,QLD,2025-04-20,R.Krishnamurthy@network.com.au,accepted,"AER Annual Performance Report — FY2526. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $367.4M (approved allowance: $382.7M). Operating expenditure: $115.0M (approved allowance: $110.3M). Network reliability: SAIDI 69.53 min (target 112.2 min), SAIFI 0.6456 (target 1.6585). Customer complaints: 2228 (prior year: 1079). Demand-side participation programme enrolled 645 customers, reducing peak demand by 32.5 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-8730F038,SAIFI_annual,FY2425,NSW,NSW,2024-10-11,R.Krishnamurthy@network.com.au,rejected,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 0.6119 interruptions per customer. Regulatory target: 123.8000 interruptions per customer. Status: within. Total customer-interruptions recorded: 79,655. Frequency performance improvement of 1.3% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",non_compliant
RPT-309B2808,ESC_compliance,Q4-2022,VIC,VIC,2025-10-14,L.Anderson@corp.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q4-2022. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 1024. Complaints resolved within 10 business days: 87%. Unplanned interruptions — guaranteed service levels met: 97%. GSL payments made: 156 totalling $11,050. Wrongful disconnection events: 5. Hardship programme enrolments: 2,030. Planned interruption notice compliance: 93% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-7BFAFEA1,SAIFI_annual,FY2425,WA,WA,2025-10-03,J.Thornton@network.com.au,submitted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 1.2610 interruptions per customer. Regulatory target: 99.0000 interruptions per customer. Status: within. Total customer-interruptions recorded: 80,998. Frequency performance improvement of 4.3% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",pending_review
RPT-86805A8F,ESC_compliance,Q4-2023,VIC,VIC,2024-03-02,P.Kavanagh@network.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q4-2023. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 2259. Complaints resolved within 10 business days: 85%. Unplanned interruptions — guaranteed service levels met: 99%. GSL payments made: 31 totalling $19,468. Wrongful disconnection events: 1. Hardship programme enrolments: 4,461. Planned interruption notice compliance: 97% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-DB3F78D5,AEMO_market,Q4-2023,NSW,AEMO,2024-06-30,R.Krishnamurthy@network.com.au,draft,"AEMO Market Operations Report — Q4-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 3572.3 GWh. Demand response activations: 5 events, total volume 202.3 MWh. Frequency performance: 95.1% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 4. Causer pays liability for period: $159,006. Market systems availability: 99.51%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-DBD2C701,SAIDI_monthly,2022-05,WA,WA,2025-10-02,L.Anderson@corp.com.au,accepted,"Monthly SAIDI Performance Report — 2022-05. Total System Average Interruption Duration Index for the reporting period: 77.54 minutes. Target threshold per Distribution Licence Condition 7.3: 133.6 minutes. Performance is within target. Major contributing event categories: equipment failure (27%), weather-related (40%), vegetation (33%). Three significant outage events contributed 53% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-WA and F83-WA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
